Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
29-December-2022,8.00,8.00,7.76,7.84,7.886446725102409373,22703,378,179046.00,17492,77.05,0.24,-0.16
28-December-2022,7.92,7.92,7.85,7.88,7.875485594043379734,24712,348,194619.00,20922,84.66,0.07,-0.04
27-December-2022,7.95,7.95,7.55,7.85,7.853495595932087996,23501,342,184565.00,18376,78.19,0.40,-0.10
26-December-2022,7.10,7.98,7.10,7.86,7.743997566434174217,46023,505,356402.00,33970,73.81,0.88,0.76
23-December-2022,7.92,7.96,7.52,7.63,7.775949517395803294,58951,553,458400.00,52892,89.72,0.44,-0.29
22-December-2022,7.92,7.99,7.87,7.90,7.895256609642301710,25720,331,203066.00,23107,89.84,0.12,-0.02
21-December-2022,7.99,7.99,7.87,7.92,7.941072852964637064,30088,413,238931.00,25152,83.59,0.12,-0.07
20-December-2022,8.01,8.01,7.92,7.93,7.944782674541874905,33015,413,262297.00,28799,87.23,0.09,-0.08
19-December-2022,8.08,8.08,7.92,7.95,7.978079580652847271,41970,452,334840.00,29045,69.20,0.16,-0.13
16-December-2022,8.07,8.07,7.95,7.99,7.975422012153950033,29620,356,236232.00,20708,69.91,0.12,-0.08
15-December-2022,8.00,8.02,7.95,7.97,7.969908691923523180,39646,453,315975.00,36306,91.58,0.07,-0.03
14-December-2022,8.05,8.05,7.95,8.00,7.972755417956656346,41990,492,334776.00,36830,87.71,0.10,-0.05
13-December-2022,8.07,8.07,7.95,7.98,7.991746809691141113,43256,457,345691.00,30997,71.66,0.12,-0.09
